text,classes
"ইসলাম রক্ষায় শুধু ভারতীয় নয়, ইসরাইলের পন্য নয়, ইউরোপীয় পন্য নয় সবার আগে বর্জন করুন এই দেশীয় নাস্তিকদের ধোসর যমুনা গ্রপের সকল পন্য । কেননা এইদেশের নাস্তিকদের সবচেয়ে শক্তিশালী মিড়িয়া হলো ৭১ টিভি । . আর এই ৭১ টিভির মালিক হলো নাস্তিকদের শিরমনি মোজাম্মেল বাবু । যাঁর সিংহভাগ আয় হয় যমুনা গ্রুপের পন্য বিক্রির মাধ্যমে । যমুনা গ্রপের পন্যর মধ্যে উল্লেখযোগ্য হলো ফ্রেস ব্রান্ডের আটা, ময়দা, সুজি তাই আসুন যমুনা গ্রুপের সকল পন্য বর্জন করে ইসলামের জন্য নিজের মনকে সবার আগে ফ্রেশ করি ।",surprise
"রাষ্ট্র ও রাষ্ট্রধর্ম রাষ্ট্রের মৌলিক উপাদান ৪টি। ১. জনসমষ্টি। ২. নির্দিষ্ট ভুখণ্ড। ৩. সরকার। ৪.সার্বভৌমত্ব। অর্থাৎ কোথাও এ চারটি জিনিসের সমন্বয় পাওয়া গেলেই তাকে রাষ্ট্র বলা হবে। এ চারটি উপাদানের মূল কেন্দ্রবিন্দু হলো প্রথমটি অর্থাৎ জনসমষ্টি। জনসমষ্টিকে ঘিরেই রাষ্টের অন্যসব আয়োজন। জনগণের প্রয়োজনেই রাষ্ট্র আইন প্রণয়ন করে। রাষ্ট্রের জনগণের সংস্কৃতিই রাষ্ট্রের সংস্কৃতি। রাষ্ট একটি সংগঠন। এর কোনো হাত-পা নেই। রাষ্ট্রের কোনো মুখ নেই। রাষ্ট্র কথা বলতে পারে না। এই যুক্তিতে রাষ্ট্রের কোনো ভাষার প্রয়োজন হওয়ার প্রশ্নই ওঠে না। কিন্তু রাষ্ট্রের সবচেয়ে বড় উপাদান জনসমষ্টি ভাষা ব্যবহার করে, তাদের ভাষা আছে বলেই রাষ্ট্রেরও ভাষা আছে। জনগণের ভাষাই রাষ্ট্রের ভাষা বা রাষ্ট্রভাষা। তেমনি রাষ্ট্র নামাজ পড়তে পারে না। রাখে না রোজা। করতে পারে না পূজা। রাষ্ট্র নিজে বড়দিনও পালন করতে পারে না। তাহলে রাষ্ট্রের ধর্ম থাকবে কেন? এর উত্তরও ঠিক আগেরটির মতোই। রাষ্ট্রের জনসমষ্টির ধর্ম আছে বলেই রাষ্ট্রেও ধর্ম থাকবে। অধিকাংশ নাগরিক যে ধর্মে বিশ্বাস করে। যে ধর্মকে লালন করে। সে ধর্মই তো রাষ্ট্রের ধর্ম। বর্তমান বাংলাদেশে ৩৯টি ভাষা প্রচলিত এবং সবকটি ভাষাই জীবিত। কিন্তু বাংলাদেশের সংবিধানে রাষ্ট্রভাষা চাকমা, সাঁওতালি, গারো, তিপ্পেরা, মণিপুরী না হয়ে বাংলা রাষ্ট্রভাষা হলো এতে অন্যভাষাগুলোর মর্যাদাহানী হয়েছে? সংবিধানের প্রথম ভাগের ৩-এ বলা হয়েছে ‘প্রজাতন্ত্রের রাষ্ট্রভাষা বাংলা’৷ এখানে অন্য কোনো ভাষার কথা উল্লেখ করা হয়নি। কিন্তু সংবিধানের প্রথম ভাগের যেখানে রাষ্ট্রধর্মের কথা আছে সেখানে বলা হয়েছে, ‘প্রজাতন্ত্রের রাষ্ট্রধর্ম ইসলাম, তবে হিন্দু, বৌদ্ধ, খ্রীষ্টানসহ অন্যান্য ধর্ম পালনে রাষ্ট্র সমমর্যাদা ও সমঅধিকার নিশ্চিত করিবেন’। ভাষার ব্যাপারে অন্য ভাষাভাষীদের সমমর্যাদার কথা উল্লেখ করা হয়নি অথচ ধর্মের ক্ষেত্রে অন্যসব ধর্মাবলম্বীদের সমমর্যাদার কথা উল্লেখ করে দেয়া হয়েছে। এতেও কি তাদের অধিকার নিশ্চিত হয়নি? নাকি ৯০% মুসলমানের ধর্মের প্রতিই তাদের মূল বিদ্বেষ? ০৯% হিন্দুদের ধর্মকে রাষ্ট্রধর্ম করতে পারলেই তাদের আত্মা খুশি হবে?যদি রাষ্ট্রধর্ম হিন্দু হতো তাহলে কি আজকের ওইসব বুদ্ধিজীবি(!)রা কোনো প্রশ্ন করতেন? রাষ্ট্রধর্ম ইসলাম থাকলে সমস্যাটা কি? ইসলামই কি একমাত্র উন্নয়নের অন্তরায়? রাষ্ট্রধর্ম থেকে ইসলামকে বাদ দিলেই কি বাংলাদেশের ক্রমবর্ধমান খুন, ধর্ষণ, ব্যাংক ক্যালেঙ্কারী, ছিনতাই বন্ধ হয়ে যাবে? রাষ্ট্রধর্ম ইসলাম থাকলে অন্য ধর্মাবলম্বীদের কি কোনো সমস্যা হচ্ছে? না। সমস্যাটা অন্য জায়গায়। রাষ্ট্রধর্ম কোনো উন্নয়নের অন্তরায় নয় বরং হিজাব, আজান, কোরবানি নিষিদ্ধ করার পথে একটি বড় বাধা। এই বাধাটি দূর করা গেলেই কামাল পাশার মতো হিজাব, আজান, প্রকাশ্যে জামাতে নামাজ বন্ধ করা যাবে। আদালতকে মনে রাখতে হবে, রাষ্ট্রভাষার জন্য যে জাতি প্রাণ দিয়ে বিশ্বে নজির স্থাপন করতে পারে সে জাতি রাষ্ট্রধর্ম রক্ষার জন্যও প্রাণ দিতে সদা প্রস্তুত। রাষ্ট্রভাষার জন্য ৫ জন প্রাণ দিতে পারলে ৫ লাখ সালাম, বরকত, রফিক, জব্বার শফিউররা প্রস্তুত আছে।",surprise
৭১ টিভি হলো টিভি নামের কলঙ্ক। ৭১ এর মালিক একটি জারজা সন্তান।ইসলাম বিরোধী মিডিয়া ধ্বংস হোক।♦BOYCOTT 71TV♦,anger
হলুদ সাংবাদিকতা করে যারা তাদের এভাবে স্বাধীনতা ও মহান মুক্তিযুদ্ধ নিয়ে কোনো কথা বলা মানায় না। মুক্তিযুদ্ধকে নিয়ে ভন্ডামি করা ছাড়ুন।,anger
"বাংলাদেশ ক্রিকেট জগৎ বাংলাদেশের ক্রিকেটর গৌরব, ক্রিকেটের ইতিহাস, বাংলাদেশের ক্রিকেটের লাইভ ভিডিও সহকারে আপডেট পেতে লাইক দিন পেজে। আপনার একটা লাইক আমাদেরকে উৎসাহ দিবে দেশের ক্রিকেটকে নিয়ে কাজ করার। বাংলাদেশ ক্রিকেট জগৎ T20 ওয়াল্ড কাপের সব ম্যাচ ভিডিও সহকারে আপডেট পেতে লাইক দিন পেজে। কারো কোন sports এর ভিডিওর দরকার হলে সাথে সাথে আমাদের কে জানাবেন। আমরা দিয়ে দিবো পেজে। বাংলাদেশ ক্রিকেট জগৎ বাংলাদেশ ক্রিকেট জগৎ বাংলাদেশ ক্রিকেট জগৎ বাংলাদেশ ক্রিকেট জগৎ",joy
রাষ্ট্রধর্ম ইসলাম বাতিল দাবির পৃষ্ঠপোষক ৭১ টিভির লাইসেন্স বাতিল করা হোক।,anger
৭১ করে লাবকি এহন ছলে৭২। দেশ কত সুংখে আছে,sadness
১৯৪৭ সালে কি ঘটেছিল?৪৭ না হলে কি আজকের বাংলাদেশ পেতাম?,surprise
আজ যদি তনুর বিচার না হয় কাল তোর বোনের ধর্ষিতার বিচার হবে না। মনে রাখোস,fear
কি পেয়েছি আমরা শাদিন দেশে চুর বাটপার,sadness
"৭১ টিভি ও ফ্রেশ ব্র্যান্ডের সকল পন্য বর্জন করুন, ফ্রেশ থাকুন.... বাংলাদেশের প্রধান ইসলাম বিদ্বেষী মিডিয়া হলো একাত্তর টিভি। আওয়ামীপন্থী সাংবাদিক মোজাম্মেল বাবু ৭১ টিভি শুরু করার পর ২০১৩ সালে মেঘনা গ্রুপের কাছে ৫১% শেয়ার বিক্রি করে দেয়। শুরুর দিক থেকেই ৭১ টিভি প্রচন্ড ইসলাম বিদ্বেষী ভুমিকা পালন করে আসছে। উত্সাহ দেয় নাস্তিকদের বিভিন্ন কর্মকান্ডের। গত কয়েকদিন ধরে রাষ্ট্রধর্ম ইসলাম নিয়ে ৭১ টিভি কিছু টকশো আয়োজন করে। সেই টকশোগুলোতে প্রত্যক্ষ্যভাবে ইসলাম যেন রাষ্ট্রধর্ম না থাকে সেই জন্য বিভিন্ন ধর্মহীন লোকদেরকে টকশোতে এনে ইসলাম বিদ্বেষী মনোভাব প্রচন্ডভাবে প্রকাশ করতে থাকে। ৭১ টিভি সব সময়ই আলেম ওলামাদের হেয় করার চেষ্টায় থাকে। এইভাবে প্রতিনিয়তই মেঘনা গ্রুপের মালিকানাধীন ৭১ টিভি ইসলামের বিরুদ্ধে অবস্থান নিয়ে আসছে। একজন মুসলিম হিসেবে আপনার আমার ঈমানী দ্বায়িত্ব হলো ৭১ টিভি সহ এদের পণ্য বর্জন করা। মেঘনা গ্রুপের উল্লেখযোগ্য ব্র্যান্ড হলো ফ্রেশ। ফ্রেশ ব্র্যান্ডের কোনো পণ্য কিনে মূলত আপনি ৭১ টিভিকেই টাকা দিচ্ছেন। চিন্তা করুন আপনার টাকায় ৭১ টিভি ইসলাম বিদ্বেষী ভুমিকা পালন করছে। আসুন নিজে ও ইসলামকে ফ্রেশ রাখতে ফ্রেশ ব্যান্ড বর্জন করি।",sadness
সোয়াবের কাজ বিনা হিসাবে জাহান্নাম।,sadness
"তনুই একমাত্র তনু নয়, আরও তনু আছে। ২৬শে মার্চ ৪৫তম মহান স্বাধীনতা দিবসে প্রধানমন্ত্রী শেখ হাসিনার প্রতিঃ ক্ষোভে উত্তাল কুমিল্লা! অবিলম্বে কুমিল্লা বিভাগটি গঠন করুন =========================================== কুমিল্লা ভিক্টোরিয়া সরকারি কলেজের ইতিহাস বিভাগের স্নাতক (সম্মান) দ্বিতীয় বর্ষের ছাত্রী ও নাট্যকর্মী সোহাগী জাহান তনুকে ধর্ষণ শেষে হত্যা করা হয়। কালভার্টের পাশের জঙ্গলে মাথা থেত্লানো সোহাগীর অর্ধনগ্ন মৃতদেহ উদ্ধার করা হয়। ঘটনায় জড়িতদের অবিলম্বে গ্রেফতার ও তাদের বিচার দাবিতে ক্ষোভে উত্তাল হয়ে উঠেছে কুমিল্লা নগরী। এদিকে তনুর বাড়িতে চলছে তার বাবা-মা ও স্বজনদের আহাজারি। কুমিল্লা ভিক্টোরিয়া কলেজ, সরকারি মহিলা কলেজসহ নগরীর বিভিন্ন শিক্ষা প্রতিষ্ঠানের দল নিবিশেষে হাজার হাজার শিক্ষার্থীসহ বিভিন্ন সামাজিক ও সাংস্কৃতিক সংগঠনের নেতা-কর্মীরা মাঠে নেমেছে। শিক্ষার্থীসহ প্রতিবাদী জনতা নগরীতে দফায় দফায় বিক্ষোভ মিছিল শেষে দুপুরে কান্দিরপাড় পূবালী চত্ত্বরে এসে মানববন্ধন ও সমাবেশ করে। রাজধানী ঢাকাসহ দেশের বিভিন্ন স্থানে এ নিয়ে গত চার দিনে বিক্ষোভ ও প্রতিবাদ সমাবেশ করা হচ্ছে। ফেসবুকেও বইছে প্রতিবাদের ঝড়। ৬৪টি জেলা গঠনের পরে প্রস্তাবমত বাংলাদেশকে ৯টি বিভাগে বিভক্ত না করায় রাষ্ট্র-অবকাঠামো শিথীল-সন্ত্রাসমুখী হয়। এতে সন্ত্রাসবাদী-অনৈতিক চেতনা ক্রমবর্ধমান হয়। খালেদা জিয়া অর্ধশিক্ষিত ও কমবুঝ প্রধানমন্ত্রী। তিনি না হয় বরিশাল ও সিলেট বিভাগ গঠন করে বাকী তিনটি বিভাগ গঠন করলেন না। আর বার বার বলা সত্তেও শিক্ষিত ও বুঝ প্রধানমন্ত্রী শেখ হাসিনা ১৯৯৭-এ ইউনিয়নকে ৯টি ওয়ার্ডে বিভক্তির সাথে সাথে বাংলাদেশকে ৯টি বিভাগে বিভক্ত করলেন না। বার বার বলায় পাঁচ বছর পরে ময়মনসিংহ বিভাগ করলেন। বিগত সাতবছরের প্রধানমন্ত্রী শেখ হাসিনার সরকারামলে প্রবৃদ্ধির গড় হার প্রায় ৬.২% ছিল। আগামী বছর প্রবৃদ্ধির হার ৭.০% উপরে হবে। আগামী বছর প্রধানমন্ত্রী শেখ হাসিনা বার বার শুনাবেন, আমি প্রবৃদ্ধির গড় হার ৭.০% তুলেছি যা জাতির ইতিহাস। এইসাথে কুমিল্লা বিভাগটিও হলে প্রবৃদ্ধির গড় হার ক্রমশঃ ৭.৮%-এর উপরে হতো। প্রধানমন্ত্রী শেখ হাসিনাও বার বার এ কথা শুনাতে পারতেন না? কুমিল্লা বিভাগটি এখনও বাকী আছে। বাংলাদেশকে ৮টি বিভাগে বিভক্তির পরে এখন আর একটি বিভাগের জন্যে কোন প্রভাবশীল আন্দোলন হবে না। অথচ কুমিল্লা বিভাগ গঠনের জন্যে বার্ষিক ব্যয় বাড়বে মাত্র চারকেটি টাকা। বাংলাদেশকে ৯টি বিভাগে বিভক্ত করা হলেই রাষ্ট্র-অবকাঠামো সুষম-গণতন্ত্রমুখী হবে।সকলক্ষেত্রে উদার, নৈতিক ও সৃজনশীল চেতনা বিকাশের ধারা দেবে। প্রবৃদ্ধি গড়হার ১.০% বৃদ্ধিসহ জাতির নিরাপত্তা ও উন্নয়ণের ধারা বাড়বে। এখন জরুরী ভিত্তিতে বাকী কুমিল্লা বিভাগটি করুন।",sadness
"নাস্তিকদের দালাল একাওর টিভি বন্ধ করা হোক,https://www.facebook.com/events/510113745860941",anger
#Ban_EkattorTvবাংলাদেশের রাষ্ট্রধর্ম ইসলাম ছিল আছে থাকবেঃ www.facebook.com/IslamisTheStateReligion,anger
ধর্ষনে জন্য ধর্ষককে প্রকার্শে জনগনের সামনে ফাসির আইন সংবিধানের আওতায় আনা হোক তাহলেই ধর্ষকে ধর্ষন কমবে।আমি ১০০% একমত আর আপনি ?,surprise
রাষ্ট্র যেখানে ধর্ষন কারিকে বাছাতেসচেষ্ট সেখানে ধর্ষন হবেনাত কি হবে তনু কে কেবা কারা ধর্ষন করেছে এটা সবাই জানে কিন্তু কেন আরাল করা হচ্ছে তাদের কে,sadness
"আসল রাস্তা বাদ দিয়ে গাঁধার দল ধর্ষন বন্ধ করতে চায়,ইসলাম ছাড়া বিকল্প নাই",surprise
কয় স্টিক মারছেন?,anger
"ভাই কিছু মেয়েরা আবার ধর্ষনের নাটক করে, টাকা আদায় করে। তনুর কথা বলছি না।",surprise
যা হোক অনেকে অনেক আইটেম লিখেচেন তবে এটা হয় কার দারায় আমরা পুরষের কারনে তাই না। এখন বাল সাজতে চান আরে আপনে বাল ত দুনিয়া বাল।,surprise
ইভটিজিং কারীদের ক্রস ফায়ারের আওতায় আনা উচিত বলে আমি মনে করি।তাহলে অপরাধ কমবে।,anger
ধর্ষনের শাশতি মিতু র্দ্নড হলে আর মহিলারা ১০০%হেজাব মানি ফরদা করা নিস্ছিত করতে হবে তাহলে আপনারা নিজেই রেজাল দেখতে পাবেন ৷,joy
"৭১ টিভিতে গলাবাজি ও তথ্য বিকৃতির বিরুদ্ধে মাওলানা সাখাওয়াত হোস... ৭১ টিভিতে গলাবাজি ও তথ্য বিকৃতির বিরুদ্ধে মাওলানা সাখাওয়াত হোসেন একা ভালই জবাব দিয়েছে। প্রসঙ্গ রাষ্ট্রধর্ম ইসলাম নিয়ে একাত্তর জার্নালের গলাবাজি ও তথ্য বিকৃতি: গতকাল একাত্তর জার্নালে মুফতী সাখাওয়াত হুসাইনকে রাষ্ট্রধর্ম ইসলাম নিয়ে বিভিন্ন প্রশ্ন করা হয়। তাঁর উত্তর শোনার আগেই বারবার থামিয়ে ভিন্ন প্রসঙ্গ ও ভুল তথ্য ছুঁড়ে বিভ্রান্ত করার চেষ্টা করা হয়। অনুষ্ঠানে যে তিনটি মৌলিক প্রশ্ন করা হয় তা হলো: ১. পৃথিবীর কয়টা মুসলিম দেশে সংবিধানে ইসলাম আছে? কোন দেশে? ২. রাষ্ট্রধর্মে ইসলাম না থাকলে কি দেশে ইসলাম থাকবে না? ৩. এরশাদ একটা মতলব নিয়ে এটা করেছিল, পরবর্তীতে বিএনপি ভয়ে তা বাদ দেয় নি। [ভিডিও লিংক: https://youtu.be/ZzeP7HQCqv8] প্রথম প্রশ্নের উত্তরে মুফতী সাহেব মধ্যপ্রাচ্যের মুসলিম দেশসহ বিশ্বের অনেকগুলো মুসলিম দেশে সংবিধানে রাষ্ট্রধর্ম ইসলাম থাকার কথা বললে উপস্থাপিকা জোর দিয়ে বলার চেষ্টা করেন যে, ইন্দোনেশিয়া, মালয়েশিয়াতে তো নেই। আরো বলেন, ইরাক, ইরানেও নেই। মুফতী সাহেব মরক্কো, আলজেরিয়ার কথা বললে, সেগুলোও উপস্থাপিকা অস্বীকার করেন। অথচ আমরা দেখি: ১. মালয়েশিয়ার রাষ্ট্রধর্ম ইসলাম। ফেডেরাল কন্সটিটিউশনের প্রথম ভাগের ৩ এর ১ অনুচ্ছেদে বলা হয়েছে: Islam is the religion of the Federation; but other religions may be practised in peace and harmony in any part of the Federation. [দেখুন: মালয়েশিয়ার সংবিধান: http://goo.gl/svUNdA] ২. ইরাকের রাষ্ট্রধর্ম ইসলাম। সংবিধানের 2-2A তে আছে: Islam is the official religion of the State and is a foundation source of legislation: A. No law may be enacted that contradicts the established provisions of Islam. [ইরাকের সংবিধান: http://goo.gl/EY5wvY] ৩. ইরানের রাষ্ট্রধর্ম ইসলাম (শী'য়া মতবাদ)। সংবিধানের Article 12 -এ আছে: The official religion of Iran is Islam. [ইরানের মূল সংবিধান: http://goo.gl/Tp0T3Z; আন-অফিশিয়াল অনুবাদ: http://goo.gl/fzB1j6 ] ৪. মরক্কোর রাষ্ট্রধর্ম ইসলাম। সংবিধানে Article 6 -এ আছে: Article 6: Islam shall be the state religion. The state shall guarantee freedom of worship for all. [মরক্কোর সংবিধান: http://goo.gl/3y08p7] ৫. আলজেরিয়ার রাষ্ট্রধর্ম ইসলাম। সংবিধানের Article 2 তে আছে: [State Religion] Islam is the religion of the State. [আলজেরিয়ার মূল সংবিধান: http://goo.gl/3CEtdC অনুবাদ: http://goo.gl/Htio6a] ৬. ইন্দোনেশিয়ার রাষ্ট্রধর্ম ইসলাম। সংবিধানের Article 29 এ বলা হয়েছে Religion: (1) The State shall be based upon the belief in the One and Only God. (2) The State guarantees all persons the freedom of worship, each according to his/her own religion or belief. এক ও একমাত্র গডে বিশ্বাস ইসলাম ছাড়া অন্য কোনো ধর্মে নেই। [ইন্দোনেশিয়ার সংবিধান: http://goo.gl/QemKDm] এ ছাড়া আরো যেসব দেশে রাষ্ট্রধর্ম ইসলাম: Afghanistan, Algeria, Bahrain, Brunei, Egypt, Jordan, Kuwait, Libya, Maldives, Mauritania, Morocco, Oman, Pakistan, Qatar, Saudi, Arabia, Somalia, Somaliland, Tunisia, Turkey, United Arab Emirates, Yemen, Maldives, Pakistan, Saudi Arabia. [দেখুন: https://goo.gl/GWzkfE] অথচ কী সুন্দর গলাবাজি করে বারবার মালয়েশিয়া ও ইন্দোনেশিয়ার কথা বলা হচ্ছিল! দ্বিতীয় প্রশ্নে জানতে চাওয়া হয়, রাষ্ট্রধর্মে ইসলাম না থাকলে কি দেশে ইসলাম থাকবে না? আমাদের প্রশ্ন, রাষ্ট্রধর্মে ইসলাম থাকা- না থাকা যদি সমান হয়, তাহলে থাকতে এত সমস্যা কেন? তৃতীয় প্রশ্নের উত্তরে বলি, রাজনীতিটা মতলবেরই, মতলব ছাড়া কে কবে কথা বলে! বাকী মতলবটা জনগণের উপকারী হলো কিনা, প্রশ্ন সেটা। আমাদের পাল্টা প্রশ্ন, ৭২ -এর সংবিধানে কেন রাষ্ট্রধর্ম ইসলাম স্থান পায় নি? কেন সেখানে সেকুলারিজম জায়গা পেল? সেখানে কাদের মতলব ছিল? দেশের জনসংখ্যার কত পার্সেন্ট তখন সেকুলার ছিল? আমরা তো রোজা রেখে মুক্তিযুদ্ধ করার গল্প জেনেছি, নামাযে দোয়া করে যুদ্ধে বের হওয়ার দৃষ্টান্ত দেখেছি। তাহলে তাদের ত্যাগের এত অমর্যাদা কেন? == মাত্র ৫-৭ মিনিটের কথায় এত গলাবাজি আর মিথ্যার আশ্রয় নিলে কীভাবে হবে ভাই! সত্য দিয়ে মোকাবিলা করুন, যদি বুদ্ধিমান ও সাহসী হয়ে থাকেন! [মাওলানা Yousuf Sultan সাহেবের লেখা ]",sadness
এর জন্যে দায়ী মোবাইল ফন কম্পানীগুলা। অল্প বয়সী মেয়েদের হাতে মোবাইল দেয়া ঠিক নয় @!,sadness
"মানুষের ভিতর থেকে যখন ধর্মের ব্যবহার চলে যায় তখন এসব হয়,",sadness
রাষ্ট্রধর্ম ইসলাম বাতিল দাবির পৃষ্ঠপোষক ৭১ টিভির লাইসেন্স বাতিল করা হোক,anger
"মিডিয়া জানে না, বা ডামা চাপা দেয়া হয়তো অারো অনেক ঘঠনা অাছে।।অামরা জানি না",sadness
রাষ্ট্রধর্ম ইসলাম বাতিল দাবির পৃষ্ঠপোষক ৭১ টিভির লাইসেন্স বাতিল করা হোক।,anger
রাষ্ট্রধর্ম ইসলাম বাতিল দাবির পৃষ্ঠপোষক ৭১ টিভির লাইসেন্স বাতিল করা হোক,anger
এই সরকার থাকলে ধরষন বারভে কমবে না.........,disgust
"ও,দের,ফাঁসি,চাই,সরকার,বিচার,করো,দয়া,করে",sadness
হবেই তো তোরাতো রাষ্ট ধরম ইসলামের বিপক্ষে কাজ করস।ভারতের মতো ধর্ষণের দেশে পরিণত হচ্ছে।,surprise
নাসতিক দালাল মিডিয়া তোমরা,anger
দেশ আছে না কী ?,surprise
শেখ হাসিনা তো বলছে কুমিল্লার মানুষ ভাল হলে বিভাগ করবেন। আপনারা আগে ভাল হন। জয় বাংলা।,surprise
"তনুই একমাত্র তনু নয়, আরও তনু আছে। ২৬শে মার্চ ৪৫তম মহান স্বাধীনতা দিবসে প্রধানমন্ত্রী শেখ হাসিনার প্রতিঃ ক্ষোভে উত্তাল কুমিল্লা! অবিলম্বে কুমিল্লা বিভাগটি গঠন করুন =========================================== কুমিল্লা ভিক্টোরিয়া সরকারি কলেজের ইতিহাস বিভাগের স্নাতক (সম্মান) দ্বিতীয় বর্ষের ছাত্রী ও নাট্যকর্মী সোহাগী জাহান তনুকে ধর্ষণ শেষে হত্যা করা হয়। কালভার্টের পাশের জঙ্গলে মাথা থেত্লানো সোহাগীর অর্ধনগ্ন মৃতদেহ উদ্ধার করা হয়। ঘটনায় জড়িতদের অবিলম্বে গ্রেফতার ও তাদের বিচার দাবিতে ক্ষোভে উত্তাল হয়ে উঠেছে কুমিল্লা নগরী। এদিকে তনুর বাড়িতে চলছে তার বাবা-মা ও স্বজনদের আহাজারি। কুমিল্লা ভিক্টোরিয়া কলেজ, সরকারি মহিলা কলেজসহ নগরীর বিভিন্ন শিক্ষা প্রতিষ্ঠানের দল নিবিশেষে হাজার হাজার শিক্ষার্থীসহ বিভিন্ন সামাজিক ও সাংস্কৃতিক সংগঠনের নেতা-কর্মীরা মাঠে নেমেছে। শিক্ষার্থীসহ প্রতিবাদী জনতা নগরীতে দফায় দফায় বিক্ষোভ মিছিল শেষে দুপুরে কান্দিরপাড় পূবালী চত্ত্বরে এসে মানববন্ধন ও সমাবেশ করে। রাজধানী ঢাকাসহ দেশের বিভিন্ন স্থানে এ নিয়ে গত চার দিনে বিক্ষোভ ও প্রতিবাদ সমাবেশ করা হচ্ছে। ফেসবুকেও বইছে প্রতিবাদের ঝড়। ৬৪টি জেলা গঠনের পরে প্রস্তাবমত বাংলাদেশকে ৯টি বিভাগে বিভক্ত না করায় রাষ্ট্র-অবকাঠামো শিথীল-সন্ত্রাসমুখী হয়। এতে সন্ত্রাসবাদী-অনৈতিক চেতনা ক্রমবর্ধমান হয়। খালেদা জিয়া অর্ধশিক্ষিত ও কমবুঝ প্রধানমন্ত্রী। তিনি না হয় বরিশাল ও সিলেট বিভাগ গঠন করে বাকী তিনটি বিভাগ গঠন করলেন না। আর বার বার বলা সত্তেও শিক্ষিত ও বুঝ প্রধানমন্ত্রী শেখ হাসিনা ১৯৯৭-এ ইউনিয়নকে ৯টি ওয়ার্ডে বিভক্তির সাথে সাথে বাংলাদেশকে ৯টি বিভাগে বিভক্ত করলেন না। বার বার বলায় পাঁচ বছর পরে ময়মনসিংহ বিভাগ করলেন। বিগত সাতবছরের প্রধানমন্ত্রী শেখ হাসিনার সরকারামলে প্রবৃদ্ধির গড় হার প্রায় ৬.২% ছিল। আগামী বছর প্রবৃদ্ধির হার ৭.০% উপরে হবে। আগামী বছর প্রধানমন্ত্রী শেখ হাসিনা বার বার শুনাবেন, আমি প্রবৃদ্ধির গড় হার ৭.০% তুলেছি যা জাতির ইতিহাস। এইসাথে কুমিল্লা বিভাগটিও হলে প্রবৃদ্ধির গড় হার ক্রমশঃ ৭.৮%-এর উপরে হতো। প্রধানমন্ত্রী শেখ হাসিনাও বার বার এ কথা শুনাতে পারতেন না? কুমিল্লা বিভাগটি এখনও বাকী আছে। বাংলাদেশকে ৮টি বিভাগে বিভক্তির পরে এখন আর একটি বিভাগের জন্যে কোন প্রভাবশীল আন্দোলন হবে না। অথচ কুমিল্লা বিভাগ গঠনের জন্যে বার্ষিক ব্যয় বাড়বে মাত্র চারকেটি টাকা। বাংলাদেশকে ৯টি বিভাগে বিভক্ত করা হলেই রাষ্ট্র-অবকাঠামো সুষম-গণতন্ত্রমুখী হবে।সকলক্ষেত্রে উদার, নৈতিক ও সৃজনশীল চেতনা বিকাশের ধারা দেবে। প্রবৃদ্ধি গড়হার ১.০% বৃদ্ধিসহ জাতির নিরাপত্তা ও উন্নয়ণের ধারা বাড়বে। এখন জরুরী ভিত্তিতে বাকী কুমিল্লা বিভাগটি করুন।",surprise
বয়কট করলাম ইসলাম বিরুদ্ধচারী ৭১ টিভি,anger
"৭১ টিভি ও ফ্রেশ ব্র্যান্ডের সকল পন্য বর্জন করুন, ফ্রেশ থাকুন.... বাংলাদেশের প্রধান ইসলাম বিদ্বেষী মিডিয়া হলো একাত্তর টিভি। আওয়ামীপন্থী সাংবাদিক মোজাম্মেল বাবু ৭১ টিভি শুরু করার পর ২০১৩ সালে মেঘনা গ্রুপের কাছে ৫১% শেয়ার বিক্রি করে দেয়। শুরুর দিক থেকেই ৭১ টিভি প্রচন্ড ইসলাম বিদ্বেষী ভুমিকা পালন করে আসছে। উত্সাহ দেয় নাস্তিকদের বিভিন্ন কর্মকান্ডের। গত কয়েকদিন ধরে রাষ্ট্রধর্ম ইসলাম নিয়ে ৭১ টিভি কিছু টকশো আয়োজন করে। সেই টকশোগুলোতে প্রত্যক্ষ্যভাবে ইসলাম যেন রাষ্ট্রধর্ম না থাকে সেই জন্য বিভিন্ন ধর্মহীন লোকদেরকে টকশোতে এনে ইসলাম বিদ্বেষী মনোভাব প্রচন্ডভাবে প্রকাশ করতে থাকে। ৭১ টিভি সব সময়ই আলেম ওলামাদের হেয় করার চেষ্টায় থাকে। এইভাবে প্রতিনিয়তই মেঘনা গ্রুপের মালিকানাধীন ৭১ টিভি ইসলামের বিরুদ্ধে অবস্থান নিয়ে আসছে। একজন মুসলিম হিসেবে আপনার আমার ঈমানী দ্বায়িত্ব হলো ৭১ টিভি সহ এদের পণ্য বর্জন করা। মেঘনা গ্রুপের উল্লেখযোগ্য ব্র্যান্ড হলো ফ্রেশ। ফ্রেশ ব্র্যান্ডের কোনো পণ্য কিনে মূলত আপনি ৭১ টিভিকেই টাকা দিচ্ছেন। চিন্তা করুন আপনার টাকায় ৭১ টিভি ইসলাম বিদ্বেষী ভুমিকা পালন করছে। আসুন নিজে ও ইসলামকে ফ্রেশ রাখতে ফ্রেশ ব্যান্ড বর্জন করি।",sadness
"নাস্তিকদের দালাল একাওর টিভি বন্ধ করা হোক,https://www.facebook.com/events/510113745860941",anger
